"","GP","A1","A2a","A2b","A3a","A3b"
"1","Recruits Per Spawner (R/S)",1.21712168296595,0.72932373535445,0.723586966409365,0.729823325893032,0.524508473103336
"2","Geomean Spawners (NOR)",354.192392558128,32.899376813688,31.1050810898783,32.7036736839049,4.21741592726708
"3","QET Threshold",0,1,1,1,1
"4","SAR",0.0450486620626156,0.0450486620626156,0.0450486620626156,0.0450486620626156,0.0450486620626156
"5","Marine Survival",0.02471262068794,0.02471262068794,0.02471262068794,0.02471262068794,0.02471262068794
"6","DPS",0.9508297875138,0.686682928796769,0.684536274047115,0.686796108559598,0.938531337158014
"7","DPE",0.89698,0.539092807547266,0.538432095503025,0.539548501800756,0.291890388837335
"8","DPS*DPE",0.852841109573723,0.371095052771607,0.369132903622049,0.369660253350921,0.278953972118439
