"","FOS","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.16674136170886,1.16684026548931,1.16673109735696,0.487088741347984,0.491441855003663,1.0405251741308,0.488559313241099
"2","Geomean Spawners (NOR)",340.770702372556,340.753653879245,340.762293434498,2.48283353886553,2.62920956924292,210.531000748142,2.52988028915269
"3","QET Threshold",0,0,0,1,1,0,1
"4","SAR",0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549
"5","Marine Survival",0.02471262068794,0.02471262068794,0.02471262068794,0.02471262068794,0.02471262068794,0.02471262068794,0.02471262068794
"6","DPS",0.98,0.98,0.98,0.694922627488441,0.70181881906835,0.834110065052985,0.697450028503479
"7","DPE",0.7576,0.7576,0.7576,0.387804017282745,0.388232187187643,0.7576,0.387830476533153
"8","DPS*DPE",0.742448,0.742448,0.742448,0.269571561438942,0.272352518009589,0.631921785284141,0.27047621000448
