"","DET","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.63933745060777,1.71125354902316,1.7112875516999,1.03694790956178,0.718973686726866,1.66887445398725,0.530618765939349
"2","Geomean Spawners (NOR)",782.849115070704,875.247973900872,875.257297233832,211.02846708037,97.464908222492,820.377833732124,22.1924852276807
"3","QET Threshold",0.383133333333333,0.3498,0.349733333333333,0.7396,0.877466666666667,0.369333333333333,0.981466666666667
"4","SAR",0.0420255920418829,0.0420255920418829,0.0420255920418829,0.0420255920418829,0.0420255920418829,0.0420255920418829,0.0420255920418829
"5","Marine Survival",0.0421614623205773,0.0421614623205773,0.0421614623205773,0.0421614623205773,0.0421614623205773,0.0421614623205773,0.0421614623205773
"6","Initial Marine Survival",0.0421290168819225,0.0421290168819225,0.0421290168819225,0.0421290168819225,0.0421290168819225,0.0421290168819225,0.0421290168819225
"7","DPS",0.859840246462163,0.868727596846401,0.868732296745453,0.758218481311592,0.648392322369296,0.868720540891524,0.527903496435523
"8","DPE",0.823828791875004,0.845944987908109,0.845946789609527,0.647133511156193,0.626616514228893,0.828009364838388,0.586947296218875
"9","DPS*DPE",0.726774908370685,0.756313299915534,0.756319429872888,0.49171697910463,0.418768262090448,0.738882231458419,0.314763131911123
