x.Year,x.ProjectSurvival,x.1minusDPE,x.DPS,x.DPE
1947,0.375530552542295,0.470271713782364,0.695777045842783,0.529728286217636
1948,0.374772415845904,0.48107158766696,0.705851852276689,0.51892841233304
1949,0.385625051946434,0.466747083475598,0.706646082094031,0.533252916524402
1950,0.392350138818609,0.444596956889836,0.686940946053692,0.555403043110164
1951,0.419678362458153,0.409211328803544,0.698545732599075,0.590788671196456
1952,0.259534706064357,0.532916983323345,0.543887076723735,0.467083016676655
1953,0.394504098668982,0.439593779900203,0.691447542814452,0.560406220099797
1954,0.386881877986441,0.457051441128907,0.698642341886025,0.542948558871093
1955,0.394501798562663,0.450549529324682,0.705159472091348,0.549450470675318
1956,0.377592598104089,0.46628014267135,0.694299799390451,0.53371985732865
1957,0.381194935869859,0.471741858635347,0.700655228804992,0.528258141364653
1958,0.400306333830467,0.427171341588501,0.686563725073071,0.572828658411499
1959,0.378740126379758,0.466872065173671,0.697331332259431,0.533127934826329
1960,0.389179962430289,0.45272398627756,0.698076622227072,0.54727601372244
1961,0.378278194132743,0.463487530195508,0.690195318384731,0.536512469804492
1962,0.377606457379126,0.45965778089023,0.685306130825433,0.54034221910977
1963,0.373855327103156,0.466167223080262,0.687445374698943,0.533832776919738
1964,0.382030583286305,0.465221749613618,0.700727156231436,0.534778250386382
1965,0.393339310658777,0.436356164579689,0.685410405670166,0.563643835420311
1966,0.369486008439755,0.470674368935987,0.684988164583323,0.529325631064013
1967,0.371765353003811,0.474419992620822,0.694135979464613,0.525580007379178
1968,0.393961187327449,0.438117347496247,0.684349172650276,0.561882652503753
1969,0.396220096407391,0.457293298315222,0.711719437040681,0.542706701684778
1970,0.373503225921195,0.461651848556656,0.679816195784135,0.538348151443344
1971,0.374139409069796,0.463851302267827,0.68505044619418,0.536148697732173
1972,0.380026948316173,0.457411425008778,0.683664968132565,0.542588574991222
1973,0.377944315622813,0.46751160826121,0.69487794925788,0.532488391738789
1974,0.377992347841143,0.456256710987273,0.68256587443457,0.543743289012727
1975,0.370738078950807,0.468155431793959,0.684214811229465,0.531844568206041
1976,0.4127677068456,0.403212543841279,0.680102777200238,0.596787456158721
1977,0.374105900523934,0.465132741263176,0.677398797707806,0.534867258736824
1978,0.385107162805482,0.440353034492592,0.6742452030297,0.559646965507408
1979,0.423263189568206,0.408281466751938,0.70342388705138,0.591718533248061
1980,0.368714343428889,0.482064187257023,0.697995472621804,0.517935812742977
1981,0.391991168914407,0.443854301386348,0.689355456318974,0.556145698613652
1982,0.370353642054987,0.466666414995295,0.679340777900912,0.533333585004705
1983,0.382063141820783,0.462906352074802,0.698350535177518,0.537093647925198
1984,0.405049157404087,0.422349337579939,0.68891514820537,0.577650662420061
1985,0.371957794994089,0.462774323578006,0.678093203723448,0.537225676421994
1986,0.383094626251599,0.462868692934987,0.6899015501746,0.537131307065013
1987,0.377283120763661,0.46839992031344,0.696608318414588,0.53160007968656
1988,0.343540599968701,0.502855156819288,0.677243191620358,0.497144843180712
1989,0.390145018871543,0.436084737255999,0.679744920543943,0.563915262744001
1990,0.38435805851781,0.458332382067702,0.694166358663198,0.541667617932298
1991,0.39200984400745,0.444106015336613,0.692726649569585,0.555893984663387
1992,0.387478313078533,0.458229721437862,0.700195581598055,0.541770278562138
1993,0.383576935836472,0.461567904496975,0.69927811529362,0.538432095503025
1994,0.397101130233562,0.436391955449706,0.692088284414319,0.563608044550294
1995,0.373995906977061,0.465667071278787,0.68707198709378,0.534332928721213
1996,0.366687445659955,0.479337763742382,0.690761095582908,0.520662236257618
1997,0.381003769181044,0.44465642648807,0.673896890546961,0.55534357351193
1998,0.424372052702666,0.409213444400286,0.706257246909112,0.590786555599714
1999,0.368885340736127,0.462607279639669,0.673895225521634,0.537392720360331
2000,0.381545168380172,0.452482120810396,0.67989372621019,0.547517879189604
2001,0.4058523851214,0.441038932069675,0.708275134943375,0.558961067930325
2002,0.371577996885502,0.463618659405613,0.679292405853806,0.536381340594387
2003,0.398034467068662,0.418164676701339,0.672542599941773,0.581835323298661
2004,0.380902297106045,0.466762389795595,0.697787323312565,0.533237610204405
2005,0.392402835084269,0.440188105262118,0.686164757953135,0.559811894737882
2006,0.379568106100488,0.461152923046364,0.689703197355495,0.538847076953636
2007,0.395424812017316,0.45732586254128,0.715475512994944,0.542674137458721
2008,0.393790870653068,0.461374328067473,0.717698786696572,0.538625671932527
2009,0.393481313934877,0.449429044452228,0.701665437595427,0.550570955547772
2010,0.382815595330899,0.468420677672951,0.705482029771866,0.531579322327049
2011,0.377804825762103,0.465366263363172,0.693686050546718,0.534633736636828
2012,0.375350569799809,0.476106885136647,0.702392098790407,0.523893114863353
2013,0.404443863050627,0.43545751699366,0.703724402952151,0.56454248300634
2014,0.377418638021913,0.463803972898975,0.690459964283415,0.536196027101025
2015,0.396912986974862,0.436371140868492,0.691933435106108,0.563628859131508
2016,0.361057530693484,0.498508539428241,0.703774951211597,0.501491460571759
2017,0.386607078824863,0.471108314069789,0.717382107469447,0.528891685930211
2018,0.395733903185915,0.440672100657119,0.694713952135238,0.559327899342881
2019,0.376127076599845,0.469224425393199,0.695532665049319,0.530775574606801
