"","FOS","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.37036733994952,1.3703579248648,1.37037085326991,0.596539767166824,0.601804856219434,1.23745083317081,0.598106929916003
"2","Geomean Spawners (NOR)",722.96939124622,722.955346317167,723.032858876121,6.90392440395974,7.30595190268213,479.355041152308,7.02871726460462
"3","QET Threshold",0,0,0,0.99998,0.99996,0.00156,0.99998
"4","SAR",0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549,0.0388350535022549
"5","Marine Survival",0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305
"6","DPS",0.98,0.98,0.98,0.694922627488441,0.70181881906835,0.834110065052985,0.697450028503479
"7","DPE",0.7576,0.7576,0.7576,0.387804017282745,0.388232187187643,0.7576,0.387830476533153
"8","DPS*DPE",0.742448,0.742448,0.742448,0.269571561438942,0.272352518009589,0.631921785284141,0.27047621000448
