"","FOS","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.15740501472083,1.15741223096833,1.15741940902253,0.481689700191168,0.486787153593261,1.03413783399733,0.484089902811025
"2","Geomean Spawners (NOR)",328.572521375215,328.636811219386,328.636811219386,2.37266481484707,2.49926390741049,201.356841271326,2.40897869074206
"3","QET Threshold",0,0,0,1,1,0,1
"4","SAR",0.0388211729746851,0.0388211729746851,0.0388211729746851,0.0388211729746851,0.0388211729746851,0.0388211729746851,0.0388211729746851
"5","Marine Survival",0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019
"6","DPS",0.98,0.98,0.98,0.694922627488441,0.70181881906835,0.834110065052985,0.697450028503479
"7","DPE",0.7576,0.7576,0.7576,0.387804017282745,0.388232187187643,0.7576,0.387830476533153
"8","DPS*DPE",0.742448,0.742448,0.742448,0.269571561438942,0.272352518009589,0.631921785284141,0.27047621000448
