"","GP","A1","A2a","A2b","A3a","A3b"
"1","Recruits Per Spawner (R/S)",1.20767705065727,0.724065221173651,0.719121367682592,0.724050597759536,0.520370438528339
"2","Geomean Spawners (NOR)",347.312818281669,31.4278894048942,29.5507778665769,31.3313981455258,3.96875264823867
"3","QET Threshold",0,1,1,1,1
"4","SAR",0.0450325606506347,0.0450325606506347,0.0450325606506347,0.0450325606506347,0.0450325606506347
"5","Marine Survival",0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019
"6","DPS",0.9508297875138,0.686682928796769,0.684536274047115,0.686796108559598,0.938531337158014
"7","DPE",0.89698,0.539092807547266,0.538432095503025,0.539548501800756,0.291890388837335
"8","DPS*DPE",0.852841109573723,0.371095052771607,0.369132903622049,0.369660253350921,0.278953972118439
