"","DET","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.64780522133088,1.72048683009617,1.72050577099072,1.04215535754483,0.724519094085768,1.67786608240249,0.533773735808333
"2","Geomean Spawners (NOR)",780.098726578746,872.640869202157,872.639733574738,208.912651805111,96.0371829707135,817.696319863178,21.6946383918437
"3","QET Threshold",0.38499,0.35231,0.35238,0.7435,0.87981,0.37132,0.98138
"4","SAR",0.0421706867377703,0.0421706867377703,0.0421706867377703,0.0421706867377703,0.0421706867377703,0.0421706867377703,0.0421707657923382
"5","Marine Survival",0.042243341488515,0.042243341488515,0.042243341488515,0.042243341488515,0.042243341488515,0.042243341488515,0.042243341488515
"6","Initial Marine Survival",0.0420972950121003,0.0420972950121003,0.0420972950121003,0.0420972950121003,0.0420972950121003,0.0420972950121003,0.0420972950121003
"7","DPS",0.859825412282115,0.868727687650222,0.868731328462729,0.758228628743971,0.648557542539368,0.868721379560337,0.5279074526406
"8","DPE",0.823828336789114,0.845945648834297,0.845944978051044,0.647146042607498,0.626915672250235,0.828008956288773,0.587008270919579
"9","DPS*DPE",0.726761035742144,0.756314019350604,0.756316794795996,0.491733468165827,0.418983019644999,0.738882609989732,0.314794191564818
