"","GP","A1","A2a","A2b","A3a","A3b"
"1","Recruits Per Spawner (R/S)",1.61708834795829,0.770899368658181,0.763062557559785,0.770389791556691,0.540889066870797
"2","Geomean Spawners (NOR)",315.514631959448,33.501393873994,32.3892318324562,33.4040240527175,9.89484615112939
"3","QET Threshold",0.588,0.97442,0.97594,0.97458,0.99713
"4","SAR",0.0421646586862986,0.0421648102315218,0.0421648102315218,0.0421648102315218,0.0421647544460106
"5","Marine Survival",0.042243341488515,0.042243341488515,0.042243341488515,0.042243341488515,0.042243341488515
"6","Initial Marine Survival",0.0420972950121003,0.0420972950121003,0.0420972950121003,0.0420972950121003,0.0420972950121003
"7","DPS",0.854330389734321,0.674455704831614,0.671619498426464,0.674106339319792,0.837584644432422
"8","DPE",0.817394505008666,0.577947953021381,0.576231037444499,0.577911761855976,0.400737717608898
"9","DPS*DPE",0.715666427522487,0.389886466967499,0.387259933997683,0.389669223411132,0.313958868360706
