"","DET","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.64981729109316,1.71547227976781,1.71525190883291,1.05664482555803,0.743687816146016,1.67670128579681,0.529580884877368
"2","Geomean Spawners (NOR)",649.335881128616,727.626470012067,728.569841187487,92.6649304372594,8.99921913296502,681.770856922018,1.34801256581767
"3","QET Threshold",0,0,0,1,1,0,1
"4","SAR",0.0438679254613941,0.0438679254613941,0.0438679254613941,0.0438679254613941,0.0438679254613941,0.0438679254613941,0.0438679254613941
"5","Marine Survival",0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019,0.0244992269500019
"6","DPS",0.966161330935876,0.972447201590572,0.972447201590572,0.815478090753756,0.681481124493696,0.972447201673338,0.468726428360197
"7","DPE",0.906064136491229,0.938388694488194,0.938388694488194,0.655939467360297,0.705602259011067,0.912127353672597,0.594614784683759
"8","DPS*DPE",0.875409797121069,0.912255486520665,0.912255665487331,0.53265003815763,0.483348380652782,0.886681850781163,0.281975032264658
