"","SS","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.40107324184511,1.33877004511219,1.33928161731059,0.980867671844424,0.759143633816046,1.03038940897787,0.483603477315886
"2","Geomean Spawners (NOR)",684.307300413283,364.278518405388,362.915643372272,33.9170465353997,6.82847954767338,203.035972112935,2.41798355439359
"3","QET Threshold",0,0,0,1,1,0,1
"4","SAR",0.0419268668126599,0.0419268668126599,0.0419268668126599,0.0419268668126599,0.0419268668126599,0.0388211729746851,0.0388211729746851
"5","Marine Survival",0.0489984539000038,0.0489984539000038,0.0489984539000038,0.0489984539000038,0.0489984539000038,0.0244992269500019,0.0244992269500019
"6","DPS",0.98,0.98,0.98,0.694922627488441,0.70181881906835,0.834110065052985,0.697450028503479
"7","DPE",0.82729,0.648346403773633,0.648016047751512,0.463714699243397,0.340032691505047,0.7576,0.387830476533153
"8","DPS*DPE",0.8107442,0.63537947569816,0.635055726796482,0.323283977098702,0.238777891144183,0.631921785284141,0.27047621000448
