"","FOS","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.28141087554386,1.28141163755138,1.28141308926845,0.492048656600225,0.496493798950934,1.10794362351146,0.493463013008159
"2","Geomean Spawners (NOR)",263.98637955433,263.985652876469,263.986074539592,7.08954967606913,7.37446698541121,165.198485470829,7.17836366422841
"3","QET Threshold",0.70367,0.70371,0.70375,0.99679,0.99657,0.80308,0.99673
"4","SAR",0.0370558456498905,0.0370558456498905,0.0370558456498905,0.0370558456498905,0.0370558456498905,0.0370558456498905,0.0370558456498905
"5","Marine Survival",0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263
"6","Initial Marine Survival",0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582
"7","DPS",0.872182513552695,0.872182191091155,0.872182289168463,0.680422449031068,0.684114455615032,0.775791991861807,0.681779900562001
"8","DPE",0.719500545569338,0.719500489564371,0.719500575200209,0.469880279679327,0.470259331195454,0.719500496843157,0.469899043829093
"9","DPS*DPE",0.636930060696483,0.636929890737498,0.636930005844205,0.317933241052657,0.319630531411145,0.563902165899466,0.318472657477275
