"","SS","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.44226573832023,1.10389875768496,1.10279444030897,0.649151333264458,0.517256928753891,1.10799368824126,0.493467084579553
"2","Geomean Spawners (NOR)",588.511530414741,294.138517989368,293.075701676794,36.6736965303485,15.0785651932693,165.180692245958,7.17883544223435
"3","QET Threshold",0.64075,0.8185,0.81925,0.99101,0.99717,0.80303,0.99674
"4","SAR",0.0400203133018818,0.0400203133018818,0.0400203133018818,0.0400203133018818,0.0400203133018818,0.0370558456498905,0.0370558456498905
"5","Marine Survival",0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263
"6","Initial Marine Surival",0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582
"7","DPS",0.863461246179388,0.774622761274447,0.773221078811013,0.67856924699357,0.761158653769325,0.775793067872143,0.681781425248572
"8","DPE",0.764713314520382,0.646441938896581,0.645597276677447,0.521618127715186,0.434298913857444,0.719500357444719,0.469898781901804
"9","DPS*DPE",0.673684584186986,0.501624321964742,0.500031779795304,0.352726275185129,0.320013244573254,0.563902910409011,0.318473062976308
