"","DET","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.57696922307491,1.64412248767595,1.64410384435682,1.00969741198909,0.695074785428526,1.60481932872667,0.520051795112086
"2","Geomean Spawners (NOR)",826.052556237707,925.626229415108,925.644235293534,211.123710948601,92.5275764482559,866.508934186836,18.5253518592399
"3","QET Threshold",0.36455,0.33023,0.33026,0.74291,0.88604,0.34995,0.98529
"4","SAR",0.0418731055843763,0.0418731055843763,0.0418731055843763,0.0418731055843763,0.0418731055843763,0.0418731055843763,0.0418731055843763
"5","Marine Survival",0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263,0.0423069485112263
"6","Initial Marine Survival",0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582,0.0420832805995582
"7","DPS",0.855775597913345,0.864572944698429,0.86457361153898,0.755416966520758,0.647070252935128,0.864564671500595,0.527905677616998
"8","DPE",0.820942536510569,0.842785402615163,0.842788273371246,0.646407659497173,0.626409700217174,0.825072288108777,0.587026956871422
"9","DPS*DPE",0.721736220557703,0.750930148948996,0.750931999527052,0.489570571870499,0.41769900080068,0.733711468844807,0.314801887286594
