x.Year,x.ProjectSurvival,x.1minusDPE,x.DPS,x.DPE
1947,0.396301569460932,0.42742526624215,0.680258765952004,0.57257473375785
1948,0.375554468987709,0.468212580098168,0.693176798117161,0.531787419901832
1949,0.385731159020519,0.453571022615228,0.693226224186712,0.546428977384772
1950,0.373640873181851,0.46375905014345,0.684022084539751,0.53624094985655
1951,0.373442916031326,0.459967386865622,0.678946860811125,0.540032613134378
1952,0.369903007747678,0.46762230040024,0.682002611871105,0.53237769959976
1953,0.378660274289819,0.466906944089009,0.697229084718547,0.533093055910991
1954,0.389035631909417,0.43677991051135,0.678684573418323,0.56322008948865
1955,0.365523723994765,0.471634982346381,0.678951477174062,0.528365017653619
1956,0.36821831340423,0.475655024611743,0.689102228642987,0.524344975388257
1957,0.388157170349419,0.438415710030971,0.679089991032558,0.561584289969029
1958,0.391808462721346,0.456151970462929,0.707429550753905,0.543848029537071
1959,0.369355649047147,0.461832909651259,0.67380121052536,0.538167090348741
1960,0.370453231810123,0.465011356694091,0.679744865072688,0.534988643305909
1961,0.37496689846284,0.457377855692171,0.678523114437431,0.542622144307829
1962,0.373599304706773,0.467367746096361,0.688494467513016,0.532632253903639
1963,0.373865431275803,0.456909621744109,0.67595721418034,0.543090378255891
1964,0.367033108115224,0.469648750270365,0.679249114902333,0.530351249729635
1965,0.408776306771565,0.403798359039652,0.674323985867111,0.596201640960348
1966,0.369287780571371,0.459702861214264,0.671069781293479,0.540297138785736
1967,0.379384908943542,0.440491130241683,0.666161545656947,0.559508869758317
1968,0.419580461523926,0.409915548316395,0.699202354513177,0.590084451683605
1969,0.366021119969052,0.481221512561651,0.692201231071693,0.518778487438349
1970,0.387751731739162,0.442793333593451,0.68361631606995,0.557206666406549
1971,0.36542502097339,0.467376831838286,0.673441611812058,0.532623168161714
1972,0.378015372778638,0.463760270631146,0.692032000703081,0.536239729368854
1973,0.401292799379468,0.42352992533714,0.684251109675386,0.57647007466286
1974,0.367454883600182,0.462901266349162,0.671642723696549,0.537098733650838
1975,0.376519652717052,0.461059082778519,0.685901963043388,0.538940917221481
1976,0.373845773062232,0.470234808774135,0.692608154692575,0.529765191225865
1977,0.343093345500121,0.499062755931406,0.671498015623343,0.500937244068594
1978,0.385802897433433,0.436687516788446,0.67293650274674,0.563312483211554
1979,0.380012723166833,0.457552633275807,0.687871363058832,0.542447366724193
1980,0.388290186268958,0.444542246522228,0.686682928796769,0.555457753477772
1981,0.382893605591078,0.458723691658506,0.694558427049055,0.541276308341494
1982,0.379865113181092,0.4622172303468,0.693459404394162,0.5377827696532
1983,0.3894938952503,0.439985814516427,0.683305617946808,0.560014185483573
1984,0.370066484195946,0.466640496124916,0.681071153732911,0.533359503875084
1985,0.362678234689697,0.479911089692784,0.684183780565235,0.520088910307216
1986,0.376403849996744,0.444247915937917,0.665315887648482,0.555752084062083
1987,0.421332322453203,0.409768259232143,0.701949420259259,0.590231740767857
1988,0.364416678615759,0.463947911581217,0.66736614756114,0.536052088418783
1989,0.375787928641156,0.452357225586275,0.673886484113846,0.547642774413725
1990,0.404480380445343,0.43646268526874,0.705238124976869,0.56353731473126
1991,0.366998555649,0.463796170626032,0.671907694366835,0.536203829373968
1992,0.393576573873646,0.418548810272691,0.665442188145916,0.581451189727309
1993,0.375642311417742,0.46747143695627,0.692391768850452,0.53252856304373
1994,0.387911404387714,0.439868685119643,0.680389577389058,0.560131314880357
1995,0.375541221011141,0.460907192452734,0.683930322614568,0.539092807547266
1996,0.392450493006981,0.457585042867733,0.710426985982234,0.542414957132267
1997,0.390745255196521,0.462367642203294,0.713517471408391,0.537632357796706
1998,0.389334810520244,0.451787417280231,0.697466919543976,0.548212582719769
1999,0.379315526481504,0.468974876889678,0.701105198776799,0.531025123110322
2000,0.37400389866956,0.466492460740324,0.688130102443472,0.533507539259676
2001,0.372980507675317,0.475376032494259,0.697650180958846,0.524623967505741
2002,0.399377145002936,0.437237161047344,0.69728187277867,0.562762838952656
2003,0.373657665365893,0.464139121699796,0.68452911761959,0.535860878300204
2004,0.391762844524336,0.439746307142135,0.686997470478429,0.560253692857865
2005,0.357238360064209,0.49879394017837,0.698814799239383,0.50120605982163
2006,0.383300188869044,0.471947182198978,0.712383944824526,0.528052817801022
2007,0.392753421245793,0.440817089868884,0.690030242045249,0.559182910131116
2008,0.372542135407193,0.470553803386745,0.690601097470114,0.529446196613255
2009,0.369815582401119,0.464221712412725,0.6775930644584,0.535778287587275
2010,0.36647196497984,0.476402423533668,0.68679465788946,0.523597576466332
2011,0.372655353516648,0.469290721156778,0.689197260150402,0.530709278843222
2012,0.38430799249405,0.464362569672795,0.704328499354582,0.535637430327205
2013,0.376922572980695,0.450613613270407,0.673814347153391,0.549386386729593
2014,0.384769324909297,0.454740361043256,0.692953886639816,0.545259638956744
2015,0.461117503570419,0.352171928054583,0.700969635130866,0.647828071945417
2016,0.411811505206621,0.415332308982045,0.692506943670809,0.584667691017955
2017,0.383461527047705,0.470116371605587,0.710267003628356,0.529883628394413
2018,0.391955782356341,0.436824355078088,0.683831886139788,0.563175644921912
2019,0.407642374166982,0.43154318292478,0.71710350183564,0.56845681707522
