x.Year,x.ProjectSurvival,x.1minusDPE,x.DPS,x.DPE
1947,0.214025141514776,0.707922594271025,0.732768565170613,0.292077405728975
1948,0.215025303394476,0.718656906229828,0.764281434859494,0.281343093770172
1949,0.188239536875733,0.753962572087108,0.765084964806159,0.246037427912892
1950,0.238225408582874,0.682876004462449,0.751205875099622,0.317123995537551
1951,0.178805485364055,0.769797729952573,0.776732068398879,0.230202270047427
1952,0.143317749231852,0.810349399503964,0.755693622150422,0.189650600496036
1953,0.188028051763817,0.747687733815474,0.745219622522452,0.252312266184526
1954,0.244791386630111,0.677970886209851,0.76015296800037,0.322029113790149
1955,0.238002578609479,0.680261051029243,0.744365299803517,0.319738948970757
1956,0.179731884076822,0.763872371846341,0.761164144501813,0.236127628153659
1957,0.198335862074471,0.735619412110123,0.75019071429361,0.264380587889877
1958,0.217751055693888,0.712194061043292,0.75658986219406,0.287805938956708
1959,0.200796998260246,0.733876095533812,0.754524471084328,0.266123904466188
1960,0.20632126775606,0.731333084926451,0.767944455310322,0.268666915073549
1961,0.176009875967785,0.759377097102072,0.731475989392614,0.240622902897928
1962,0.157664286660274,0.794952572655604,0.768916190279541,0.205047427344396
1963,0.224558219272248,0.697316164681275,0.741890359079759,0.302683835318725
1964,0.207207177876418,0.721115526580277,0.74298570779367,0.278884473419723
1965,0.24653375323865,0.675983811485065,0.760868629337901,0.324016188514935
1966,0.195087696697556,0.735544119355915,0.737694681708032,0.264455880644085
1967,0.218188707400095,0.712203420220596,0.75813516466157,0.287796579779404
1968,0.182767051904088,0.757354256303206,0.75322587208647,0.242645743696794
1969,0.20804406834919,0.724054192384506,0.753930890079262,0.275945807615494
1970,0.204874481406772,0.724182070063359,0.742788844270693,0.275817929936641
1971,0.178881868342013,0.759503506937708,0.743802398381254,0.240496493062292
1972,0.181005596035866,0.762387989469425,0.761769557151971,0.237612010530575
1973,0.177555990954395,0.763127333736198,0.749584127856498,0.236872666263802
1974,0.216652225838082,0.718036830501382,0.768370657144086,0.281963169498618
1975,0.226377021791634,0.698010929567338,0.749619916599307,0.301989070432662
1976,0.209499561603351,0.726174281009761,0.765083580811555,0.273825718990239
1977,0.1726163446518,0.775511007489306,0.768930105308293,0.224488992510694
1978,0.205041973090542,0.737406355336887,0.780833722589117,0.262593644663113
1979,0.184895230557567,0.74507204742656,0.725284256555984,0.25492795257344
1980,0.23000916479227,0.694328513630139,0.752471771324986,0.305671486369861
1981,0.179372242027187,0.766925431939063,0.769591652660664,0.233074568060937
1982,0.220643103191037,0.706636928460044,0.752116147519221,0.293363071539956
1983,0.217629765085749,0.708606450968169,0.746858555410145,0.291393549031831
1984,0.184776210471029,0.74892676179976,0.735945462748456,0.25107323820024
1985,0.235433259371456,0.689191043939369,0.757485441717866,0.310808956060631
1986,0.194727592252439,0.742983481968218,0.757646215673806,0.257016518031782
1987,0.233147682642932,0.680202050545416,0.729046834229444,0.319797949454584
1988,0.207864101221429,0.716780710182598,0.733933417301637,0.283219289817402
1989,0.213308644700358,0.710961468297759,0.737993801186693,0.289038531702241
1990,0.170688035433325,0.783090242165274,0.78690805400917,0.216909757834726
1991,0.199081865472325,0.739198602062549,0.76334661948427,0.260801397937451
1992,0.198685951348554,0.73677329477039,0.754809247698645,0.26322670522961
1993,0.192783960981205,0.74776214065428,0.764294311255528,0.25223785934572
1994,0.226709132053826,0.703277688225147,0.764044775392048,0.296722311774853
1995,0.207108446523176,0.726418490980833,0.757026479112907,0.273581509019167
1996,0.214446383902643,0.720612848052141,0.76755993397529,0.279387151947859
1997,0.154391093460082,0.794972261894716,0.753025394938514,0.205027738105284
1998,0.201665249077195,0.723863906861483,0.730311082427151,0.276136093138517
1999,0.188021022005348,0.75273070466736,0.76038968668719,0.24726929533264
2000,0.227367823584586,0.705379107886228,0.771730144299423,0.294620892113772
2001,0.219899444338251,0.71530045165164,0.772391265156419,0.28469954834836
2002,0.196047715303835,0.744454681567477,0.767173965488242,0.255545318432523
2003,0.183641695738162,0.760284934026278,0.76608324550737,0.239715065973722
2004,0.229388748818882,0.693500902751993,0.748415740465527,0.306499097248007
2005,0.214586536002865,0.718789359784083,0.763081140308567,0.281210640215917
2006,0.17473390975421,0.766878409714542,0.749539798266854,0.233121590285458
2007,0.163305470732633,0.781731279341118,0.748185403019118,0.218268720658882
2008,0.225400415048716,0.700456229892405,0.752479061633472,0.299543770107595
2009,0.180830489035482,0.760228819273922,0.754179415924336,0.239771180726078
2010,0.200167529505749,0.733855628335299,0.752101305970608,0.266144371664701
2011,0.230723283763823,0.690111582562844,0.744536648616797,0.309888417437156
2012,0.178944814464355,0.768142321226102,0.771787311123984,0.231857678773898
2013,0.224724716526458,0.703261139271404,0.75731475134292,0.296738860728596
2014,0.172523750687523,0.776768090470287,0.772845383310039,0.223231909529713
2015,0.225866178131965,0.698356861001796,0.748786061841471,0.301643138998204
2016,0.236102875318042,0.695620551515718,0.77568599487831,0.304379448484282
2017,0.19062209554692,0.746911124597466,0.753182435394437,0.253088875402534
2018,0.202900522790032,0.734781117371875,0.765030456276101,0.265218882628125
2019,0.228447003553048,0.694232482415866,0.747126461823041,0.305767517584134
