2006	190	36
2007	93	18
2008	107	20
2009	89	17
2010	228	43
2011	166	32
2012	150	29
2013	141	27
2014	107	21
2015	68	13
2016	112	21
2017	8	2
2018	13	3
2019	35	7
2020	55	11
2021	6	1
