"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",90.6431155756434,191.488622757185,201.468117595825,259.617683003846,254.173282551856,244.837754200245,219.810395284274,260.93505387317,215.099667525726,216.395507516034,229.139761318258,237.321749178739,208.264862963387,550.927614240989,506.042022951833,177.655073663505,147.342138356402,325.958725539056,343.261874387452,179.476343357887,114.903930926038,351.248616434168,470.53986226871,252.134378011966,92.8635946840253,822.464056392109,849.051206331971,349.303055000451,185.219873433705,544.234019664222,NA
"2",94.0709576631888,198.687369156407,209.162977916167,269.473286517855,263.778436620973,194.15094643274,259.623880834741,674.037350823697,865.37426202688,692.040082137767,449.567660827947,554.603115029056,1500.68684754167,1938.46157062331,963.721362588526,410.599520277933,1157.93503441773,1342.29753986168,960.131168383283,670.769313324922,795.018359739576,911.972887231363,845.680442894988,676.855082253154,500.925105397005,1045.8811596366,1072.7685798934,531.087648156338,330.487264015815,694.121262406803,NA
"3",96.8100592246764,204.437486785031,215.315924430722,277.350792754427,271.453351004699,170.281043591023,160.996754533377,228.315377882652,227.71762812323,183.457357049742,410.363013922713,618.328503950828,412.495494941296,176.785060582988,321.335429499638,386.086899291741,409.589317115468,294.39436683309,283.048873947558,382.318541355138,926.299004235863,719.874865149086,294.239186689365,393.515363232023,498.614029216787,349.096378042933,227.827688290611,381.486519082434,517.782298173251,554.257970015268,NA
"4",87.2187198189056,184.294030118965,193.786770615549,249.774942136412,244.577334829488,422.827299413363,399.881559192021,301.718151416032,239.952866444389,352.400507087232,470.976502466888,370.929604828041,309.220772859327,372.2535412216,439.600806221056,363.310799993373,597.294291857994,626.924065530058,384.812906250985,250.624727937244,307.479496900061,326.082471007954,268.115792334753,350.134326570312,446.251393205215,538.821739927262,429.4815107763,524.020641927092,573.794733705162,384.026730979277,NA
"5",91.824933128045,193.970884152462,204.12042053186,263.015265226084,257.48490340842,249.843496021942,215.476803367901,640.934519666195,615.999756965511,303.52705316772,254.965251928868,919.075054213751,968.642063307815,395.619928509356,225.052693796835,1860.78098872516,1887.88125459972,727.751406084433,425.010913566209,664.491189198057,843.485223195127,513.081406716193,270.481277173369,311.842287317167,534.396354789592,711.193292325279,536.407140358435,651.070754318207,1093.9295736256,955.302099433835,NA
"6",101.585820893076,214.458400002584,226.05282526941,291.090218846933,284.834280545716,292.40857256591,540.641849727661,491.92033005962,296.409278524363,286.613049171669,1271.9950570891,1056.51830686768,386.22021869173,390.68555573892,1363.66421213844,1136.31507189747,373.608649747037,358.987964733947,519.913275087384,438.854476220727,322.847674854723,377.951144139658,521.863078873056,414.924436740749,472.553931034149,649.023314567792,555.28463585215,481.540868696439,643.820089585903,604.445027671622,NA
"7",98.6476349014925,208.293953609716,219.445828646509,282.636634394231,276.602047946752,279.377365704685,353.671368892661,472.388246975036,336.334395628003,196.947362234705,454.383170784009,831.526524851535,637.91786373698,250.418087235118,353.171223054525,760.607910805064,595.433297720861,246.10336069647,1046.70916525432,1044.40094291831,619.372241119193,413.04352800489,659.969390673922,709.896263031533,435.794837970334,395.73427375218,1710.11074164084,1738.45798895477,955.838647729789,643.806969371893,NA
"8",100.491529171445,212.162791140791,223.591625470934,287.941523657121,281.768322684278,537.731660540998,633.602244131227,391.138054863374,257.637204255272,903.341171545764,1203.93694160227,591.854578095738,402.786550562103,1047.01527808952,1580.91717550651,883.872027287666,405.637077332776,818.794014298631,905.174838885073,482.211303119788,576.844371624726,1330.30186126876,1061.01980249907,555.993344859452,540.54318433384,1157.2553654936,1327.48028858784,1534.48636734309,1846.05134287492,2433.48592626067,NA
"9",103.252015756236,217.953146782426,229.80145892978,295.885093271994,289.502497186792,222.390290913228,574.120413452934,786.533261146795,511.755668126001,232.39984761859,322.713576423001,440.170284264183,630.718976613765,473.618187971625,626.0767283631,705.312632890777,641.807313528714,600.592221714487,661.450599302651,922.588890909525,835.834494928232,1247.54689158626,976.561131334453,1177.7653709158,2054.43128720519,2675.14073656591,1509.10568827954,1838.50910046256,1808.81114152759,1224.23573707128,NA
"10",103.634832642412,218.755980224273,230.662923624803,296.986842287212,290.575029760928,238.171962668657,284.774429671648,542.493371820391,422.749916715851,182.358569502307,271.67012299953,496.939082113859,668.530136086405,694.740675082784,918.579670947499,1200.06549149691,946.247021585913,687.586503616782,1372.37447202264,1339.98262157122,609.525772383202,1210.04839853368,2126.32475657601,1859.81837409269,906.824242431297,580.976885502779,990.551427279351,1435.29383283835,902.693742070269,454.818327297171,NA
"11",96.2568122406586,203.276229887558,214.072844954299,275.759530494558,269.903185449453,551.005048277966,568.020468366212,452.229781164669,497.547828276419,603.243561433481,575.236491898946,725.800445524351,835.525474812245,553.629854684149,392.703184218951,507.46855757045,629.641146139154,483.99424811582,432.983232542705,542.779029284338,607.647197176398,684.245624560026,577.768559096308,871.73988855378,743.714835312027,554.001628698177,577.934513048848,1846.15855902005,2012.73746870734,1109.06598871494,NA
"12",99.3829430247845,209.836875408469,221.098886015314,284.75201309959,278.662269999546,250.87875376032,245.857602813418,239.709331572272,234.519404993786,246.87977099675,221.330252135536,220.417557569523,189.596779162724,323.399252807586,625.990245865586,894.976078000352,521.875180939352,197.597610999323,492.904810672163,1014.17832637221,635.856084446452,418.186408502863,825.120220647364,1231.42013625627,720.086749272762,326.162796116128,677.753184379204,775.725239934099,386.668969214956,387.469868205462,NA
"13",96.2941968147925,203.354702062826,214.156838808829,275.867054440662,270.007935192341,239.121070308326,313.430834930112,352.807034997824,416.698227316058,773.546386912823,666.736920741063,759.663302639903,799.88864619446,1052.55028861621,870.201849327938,595.745471167412,638.216136296793,889.214296306178,782.10033237154,569.559731151524,582.833254945639,611.429913168376,717.944175266726,639.197246558537,1046.6456507882,1402.04242689365,971.229981196934,897.890241775313,1053.50670271684,864.044596679958,NA
"14",95.2246296909007,201.109479907008,211.754061075737,272.790951128914,267.011039816905,383.652606804405,338.693340217607,234.587212068434,256.605134293425,302.275886243128,239.96077191446,642.512931579865,589.593589346625,553.983373044476,527.574707008336,1371.45549834255,1101.2333692024,391.300286831303,391.235404691409,1260.30805189401,1028.10036076103,377.313303739572,373.89334207753,729.796858378479,617.00471928722,353.59466146512,325.523154309138,546.629240163521,717.963600244165,678.385307847783,NA
"15",95.9791389348141,202.6933676263,213.449003709786,274.960909332018,269.125156823841,320.2728555602,314.598012842972,302.704626306882,307.085020736731,358.63129163738,376.081828788302,529.361773978142,442.447503896725,940.255600700127,845.039162281647,649.467084996587,895.368341242727,882.625805868236,916.999538480969,858.364255857484,721.326295889121,574.780914600947,647.666068651461,740.999404634685,661.134940784782,610.226117079181,564.31298184079,501.423207941557,479.42374169603,686.135005857809,NA
"16",102.606453004028,216.243536938131,227.751887902784,293.228099111897,286.915787332901,611.336360188171,503.647302606341,252.054340754615,621.515788666213,1340.01655579021,1088.1864695811,475.458302441645,1090.50255188028,1285.87580115419,678.827817163711,451.341548191348,800.923059262537,1467.50753652677,1040.19279319201,970.130216120191,1543.34366410993,2783.79916132278,1938.20633303078,1080.02826382276,1314.52351922173,1655.27037844955,1567.34534727614,1758.29913743256,1272.04950347381,795.435520098217,NA
"17",103.404658901091,218.273270545274,230.144947706284,296.324396479448,289.930155935018,658.535804488864,573.881859815321,428.570014040062,499.0028752557,1639.42278912829,1366.72341619215,425.609019376883,382.347218132668,607.781345429069,771.583179143335,464.819161692247,406.573364949599,690.895491890238,776.361833959481,686.548909696153,825.668351293872,1824.83439520511,1548.25162075453,764.989172105105,1603.7770172787,1571.15487507442,1052.74027619781,1355.51679681108,1160.09344368822,832.036001534218,NA
"18",95.6864053396143,202.078870499144,212.791368357323,274.118994307349,268.304926777756,545.442935129626,636.101970363761,395.262564257008,290.163595966491,354.66762701989,1091.66267744021,1109.2921457284,456.849724615667,485.615898283994,714.549385325306,550.431652505117,324.634121815995,529.837627880914,773.928711262352,789.64481879962,439.76729122083,1205.39092816975,1240.02727671597,454.424721066831,240.862676589498,691.539591016049,877.532973686221,554.821716791985,268.866353514513,1071.08628789025,NA
"19",98.4872694822153,207.957434620137,219.085344516173,282.17530395512,276.152725648273,260.736646493394,276.154977542959,240.715668569296,212.89162086124,230.804738003564,252.127632652391,401.01481359396,528.362906521559,795.508908940005,617.189532903321,285.799262378645,368.465978270383,647.514805871915,493.333994393158,212.317209673853,301.550969020284,927.356483363141,853.507478180649,448.830254251475,551.245532357627,671.081617462409,566.771459361969,522.973448706418,534.88647142588,614.709986643485,NA
"20",101.034097040023,213.301031060034,224.811854016559,289.502659935745,283.288480629449,264.193576574312,378.404015565086,423.163128163207,344.577081728512,557.644220724792,508.18339933267,325.422685224281,315.747413914968,919.216505488426,835.299819134655,338.440401347328,263.145830050255,426.512254030188,951.355892838902,765.993596247316,647.31128753333,1060.21021878871,1521.73726395674,1079.26422541013,1135.88201996228,1154.78855085797,2227.00226540858,2530.57403966376,1512.95709845603,957.891799523932,NA
"21",99.2006117627114,209.454296797195,220.688959190158,284.227458575285,278.151407275853,223.255545032743,193.40801648945,445.936188829967,379.212570487981,356.13973504824,376.146734337855,874.93575245201,773.753335382448,447.58113768858,574.539623698719,577.638358826429,410.900649869962,504.104508113089,771.258566503523,720.895072179802,463.64547732266,786.669332474693,1114.53510618727,811.748744674728,437.046979128699,625.0038442231,884.517085828813,747.819523571699,827.215946738654,943.670053669513,NA
