"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",NA,NA,NA,NA,2.80411017359331,1.27860209486549,1.09104307871306,1.00507427249979,0.846271745661709,0.883832267710849,1.04244278812164,0.909505049843137,0.968224941298333,2.54592907479915,2.20844265543673,0.748583196770994,0.707474781198712,0.591654360960156,0.678326816387984,1.01025171787568,0.779844328362466,1.07758617552971,1.3707897595921,1.40483349111473,0.808184662923329,2.34154390340853,1.80441929454875,1.38538448328484,1.99453697720757,0.661711615765442,NA
"2",NA,NA,NA,NA,2.80403690122306,0.977168036685329,1.24125159921369,2.5013141730434,3.28068614369092,3.56444351600167,1.73161135787085,0.822807689145582,1.73414777096185,2.80108279947492,2.14366255974392,0.740348384549591,0.771603373691575,0.692455068598582,0.996274655367606,1.63363394304719,0.686582870462465,0.679411874155218,0.880796781463711,1.00907281953324,0.630079921124203,1.14683361126203,1.26852712381645,0.78464011290042,0.659753844347429,0.663671255583168,NA
"3",NA,NA,NA,NA,2.80397877223389,0.832924754989166,0.747723397417257,0.8232007401717,0.838883098257602,1.07737980212504,2.54888997677055,2.70822101290362,1.81143417986979,0.963630259510689,0.783051636228012,0.624404174843676,0.992954643477399,1.66526722259369,0.88085174544339,0.990239612005701,2.26153116189485,2.44527391231377,1.03953491347887,1.02928663055994,0.53828626279061,0.484940362476241,0.77429417493304,0.969432339182913,1.03844309993959,1.58769327004333,NA
"4",NA,NA,NA,NA,2.80418395657847,2.29430817232886,2.06351320021396,1.20796004929611,0.981091999435175,0.833438398079211,1.17779000216594,1.22939108266169,1.28867296915993,1.05633656517257,0.933381610162095,0.979460240607649,1.93161114738472,1.6841319050256,0.875368972952882,0.689835611663114,0.514787268339012,0.520130728642956,0.696743243221373,1.39704621109049,1.45132081229552,1.65240939895269,1.60185085345542,1.49662744313035,1.28581051497422,0.712715732351703,NA
"5",NA,NA,NA,NA,2.80408484533685,1.28804638445409,1.05563570174141,2.43687194017145,2.39237232478992,1.21486873983329,1.18326078697922,1.43396092114435,1.57247150239062,1.30340911750871,0.882679863605969,2.02462353884365,1.94899780436212,1.83952160556346,1.88849511816946,0.357103384667159,0.446789341829641,0.705022899889342,0.636410192161414,0.469294841506499,0.63355745909252,1.38612174016797,1.9831581171314,2.0878206093198,2.0470378658483,1.34323834285674,NA
"6",NA,NA,NA,NA,2.80387831728523,1.36347455992578,2.39166154673503,1.68992394182194,1.04063765764595,0.980180049636081,2.35274989853235,2.14774271829674,1.30299638599196,1.36311154313464,1.07206722584215,1.0755280476553,0.967346171084951,0.918866744522915,0.381261948843021,0.386208444360336,0.864133298501832,1.05282399765063,1.00375024812618,0.945471583915343,1.46370554239485,1.71721484279452,1.06404276970746,1.16055075588935,1.3624266931331,0.931314814282356,NA
"7",NA,NA,NA,NA,2.8039399852106,1.34126488485672,1.6116568315471,1.67136241197994,1.21595048961008,0.704951031870234,1.28476096950306,1.76026082396474,1.89667744967285,1.27149754327093,0.777254189333532,0.914712745863238,0.933401197189805,0.982769908570553,2.96374420373634,1.37311343739886,1.04020424032375,1.6783335539831,0.630518402419422,0.679716221863904,0.703607312434378,0.958093389487741,2.59119705520672,2.44889018225125,2.19332255558947,1.6268668449351,NA
"8",NA,NA,NA,NA,2.80390123433749,2.53452387975118,2.83374765399517,1.3583940582642,0.914358299048241,1.67991070236954,1.90014627118795,1.51316030423702,1.56338659133645,1.15904744637943,1.31312290609052,1.49339391803216,1.007077015771,0.782026806516787,0.572563100021395,0.545566878725133,1.42207013081177,1.62470882546483,1.17217111757763,1.15300769862157,0.937069356872391,0.869919376336046,1.2511362044904,2.75990060228326,3.4151782806215,2.10280807401806,NA
"9",NA,NA,NA,NA,2.80384353822465,1.02035824761563,2.49833232620323,2.65823888743111,1.76770726711835,1.04500896448428,0.562100856999847,0.559633401418267,1.23246114483381,2.03794534645702,1.94003839349623,1.60236312651097,1.01758047137646,1.26809366060593,1.05650085578494,1.30805666577703,1.30231375883322,2.07719455311115,1.4763931461609,1.27658741886075,2.45794029759635,2.14432079035078,1.54532639059408,1.56101473677477,0.880443728049072,0.457634142509765,NA
"10",NA,NA,NA,NA,2.80383556717409,1.08875635045258,1.2345912606868,1.82665793421162,1.45487352118202,0.765659263412135,0.953983555731361,0.916027933108805,1.58138443001931,3.80975063019452,3.38123184399298,2.41491469415551,1.4154141608713,0.989702385764085,1.49401790114412,1.11659124528261,0.644150796228278,1.75984896761162,1.54937650030911,1.3879421599602,1.48775373170142,0.480126981868494,0.465851429428129,0.771738709990191,0.995445092700704,0.782850985377104,NA
