"","DET","A1","A2a","A2b","A3a","A3b","A4","NAA"
"1","Recruits Per Spawner (R/S)",1.97497927654139,2.04578386158373,2.04566510858834,1.29393537390027,0.978915386006798,2.0045396281633,0.661289830279266
"2","Geomean Spawners (NOR)",1393.73336460227,1521.42090077546,1521.75453725723,255.438467583232,39.1590806331606,1447.90554619101,4.23264605842602
"3","QET Threshold",0.00036,1e-05,2e-05,0.91186,0.99685,0.00013,1
"4","SAR",0.043883610457548,0.043883610457548,0.043883610457548,0.043883610457548,0.043883610457548,0.043883610457548,0.043883610457548
"5","Marine Survival",0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305
"6","DPS",0.966161330935876,0.972447201590572,0.972447201590572,0.815478090753756,0.681481124493696,0.972447201673338,0.468726428360197
"7","DPE",0.906064136491229,0.938388694488194,0.938388694488194,0.655939467360297,0.705602259011067,0.912127353672597,0.594614784683759
"8","DPS*DPE",0.875409797121069,0.912255486520665,0.912255665487331,0.53265003815763,0.483348380652782,0.886681850781163,0.281975032264658
